Player,Nation,Pos,Age,Team,League,Min,90s,Gls,Ast,per_90_Gls,per_90_Ast,SoT,Crs,TklW,Int,CrdY,CrdR,Saves,CS,GA,Lig_Puani,Takim_Puani,Lig_Max_90s,oynanabilirlik_skoru
Johan Vásquez,MEX,DF,26.0,Genoa,ITA-Serie A,3215,35.72,1,0,0.03,0.0,6,24,38,46,2,0,0.0,0.0,0.0,90,40,48.28,36.88
Johann Lepenant,FRA,MF,22.0,Nantes,FRA-Ligue 1,2173,24.14,0,1,0.0,0.04,7,73,47,26,4,0,0.0,0.0,0.0,85,40,34.0,36.52
John,BRA,GK,29.0,Nottingham,ENG-Premier League,437,4.86,0,0,0.0,0.0,0,0,0,0,1,0,6.0,1.0,8.0,100,40,38.0,29.53
John Donald,ESP,"DF,MF",24.0,Elche,ESP-La Liga,665,7.39,1,0,0.14,0.0,2,0,12,8,3,0,0.0,0.0,0.0,95,40,38.0,30.33
John McGinn,SCO,MF,30.0,Aston Villa,ENG-Premier League,2137,23.74,5,4,0.21,0.17,12,82,17,12,5,0,0.0,0.0,0.0,100,80,38.0,70.99
John Stones,ENG,DF,31.0,Manchester City,ENG-Premier League,439,4.88,0,0,0.0,0.0,0,4,1,3,0,0,0.0,0.0,0.0,100,100,38.0,73.85
Johnny Cardoso,USA,MF,23.0,Atlético Madrid,ESP-La Liga,887,9.86,0,0,0.0,0.0,0,3,21,16,5,0,0.0,0.0,0.0,95,92,38.0,71.56
Joi Nuredini,ALB,FW,17.0,Genoa,ITA-Serie A,2,0.02,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,48.28,28.0
Jon Aramburu,VEN,DF,23.0,Real Sociedad,ESP-La Liga,2773,30.81,1,0,0.03,0.0,5,48,66,47,11,0,0.0,0.0,0.0,95,75,38.0,70.74
Jon Gorrotxategi,ESP,MF,23.0,Real Sociedad,ESP-La Liga,2210,24.56,1,3,0.04,0.12,1,5,29,31,7,0,0.0,0.0,0.0,95,75,38.0,67.04
Jon Guridi,ESP,"MF,FW",30.0,Alavés,ESP-La Liga,1238,13.76,0,0,0.0,0.0,4,12,19,10,1,0,0.0,0.0,0.0,95,40,38.0,32.35
Jon Karrikaburu,ESP,FW,22.0,Real Sociedad,ESP-La Liga,135,1.5,0,0,0.0,0.0,2,1,2,0,0,0,0.0,0.0,0.0,95,75,38.0,53.39
Jon Martin,ESP,DF,19.0,Real Sociedad,ESP-La Liga,2250,25.0,2,0,0.08,0.0,5,0,16,35,6,0,0.0,0.0,0.0,95,75,38.0,67.3
Jon Moncayola,ESP,MF,27.0,Osasuna,ESP-La Liga,3016,33.51,0,4,0.0,0.12,5,142,26,27,9,0,0.0,0.0,0.0,95,40,38.0,38.58
Jon Pacheco,ESP,DF,24.0,Alavés,ESP-La Liga,1735,19.28,0,0,0.0,0.0,1,4,16,11,5,1,0.0,0.0,0.0,95,40,38.0,34.09
Jonah Kusi-Asare,SWE,FW,18.0,Fulham,ENG-Premier League,60,0.67,0,0,0.0,0.0,0,0,1,0,1,0,0.0,0.0,0.0,100,40,38.0,28.21
Jonas Adjetey,GHA,DF,21.0,Wolfsburg,GER-Bundesliga,137,1.52,0,0,0.0,0.0,0,4,1,1,1,0,0.0,0.0,0.0,90,40,34.0,28.54
Jonas Föhrenbach,GER,"DF,MF",29.0,Heidenheim,GER-Bundesliga,2325,25.83,1,1,0.04,0.04,1,78,27,33,3,0,0.0,0.0,0.0,90,40,34.0,37.12
Jonas Hofmann,GER,MF,33.0,Leverkusen,GER-Bundesliga,1013,11.26,2,2,0.18,0.18,7,37,10,2,3,0,0.0,0.0,0.0,90,85,34.0,67.94
Jonas Meffert,GER,MF,30.0,Hamburger SV,GER-Bundesliga,145,1.61,0,0,0.0,0.0,0,0,3,1,0,0,0.0,0.0,0.0,90,40,34.0,28.57
Jonas Svensson,NOR,DF,32.0,Beşiktaş,TUR-Super Lig,344,3.82,0,0,0.0,0.0,0,3,8,10,1,0,0.0,0.0,0.0,90,100,34.0,73.37
Jonas Urbig,GER,GK,21.0,Bayern Munich,GER-Bundesliga,1111,12.34,0,0,0.0,0.0,0,0,0,0,0,0,32.0,6.0,15.0,90,100,34.0,80.89
Jonas Wind,DEN,FW,26.0,Wolfsburg,GER-Bundesliga,481,5.34,1,0,0.19,0.0,6,0,0,0,1,0,0.0,0.0,0.0,90,40,34.0,29.88
Jonathan Burkardt,GER,FW,25.0,Frankfurt,GER-Bundesliga,1336,14.84,13,1,0.88,0.07,21,5,4,1,1,0,0.0,0.0,0.0,90,75,34.0,62.32
Jonathan Clauss,FRA,"MF,DF",32.0,Nice,FRA-Ligue 1,2530,28.11,1,6,0.04,0.21,6,223,38,47,0,0,0.0,0.0,0.0,85,40,34.0,37.92
Jonathan David,CAN,FW,25.0,Juventus,ITA-Serie A,1781,19.79,6,4,0.3,0.2,16,8,10,6,0,0,0.0,0.0,0.0,90,85,48.28,69.95
Jonathan Fischer,DEN,GK,23.0,Metz,FRA-Ligue 1,2354,26.16,0,0,0.0,0.0,0,0,0,0,0,0,92.0,5.0,56.0,85,40,34.0,37.23
Jonathan Gradit,FRA,DF,32.0,Lens,FRA-Ligue 1,807,8.97,0,0,0.0,0.0,0,3,12,16,2,1,0.0,0.0,0.0,85,70,34.0,54.54
Jonathan Ikone,FRA,"MF,FW",27.0,Paris FC,FRA-Ligue 1,1100,12.22,3,1,0.25,0.08,6,7,15,5,2,0,0.0,0.0,0.0,85,40,34.0,32.31
Jonathan Rowe,ENG,"MF,FW",22.0,Bologna,ITA-Serie A,1667,18.52,3,2,0.16,0.11,17,57,14,10,2,0,0.0,0.0,0.0,90,40,48.28,32.6
Jonathan Tah,GER,DF,29.0,Bayern Munich,GER-Bundesliga,2018,22.42,2,1,0.09,0.04,5,1,18,25,7,0,0.0,0.0,0.0,90,100,34.0,89.78
Jones El-Abdellaoui,MAR,"MF,FW",19.0,Celta Vigo,ESP-La Liga,681,7.57,2,0,0.26,0.0,4,30,3,3,0,0,0.0,0.0,0.0,95,40,38.0,30.39
Jonny Castro,ESP,DF,31.0,Alavés,ESP-La Liga,2994,33.27,0,0,0.0,0.0,3,23,41,40,7,0,0.0,0.0,0.0,95,40,38.0,38.51
Jordan Henderson,ENG,MF,35.0,Brentford,ENG-Premier League,1919,21.32,1,3,0.05,0.14,1,48,14,16,6,0,0.0,0.0,0.0,100,40,38.0,34.73
Jordan Lefort,MTN,DF,31.0,Angers,FRA-Ligue 1,3060,34.0,0,2,0.0,0.06,2,23,33,47,2,0,0.0,0.0,0.0,85,40,34.0,40.0
Jordan Pickford,ENG,GK,31.0,Everton,ENG-Premier League,3420,38.0,0,0,0.0,0.0,0,0,1,0,4,0,99.0,11.0,50.0,100,40,38.0,40.0
Jordan Teze,NED,"MF,DF",25.0,Monaco,FRA-Ligue 1,2489,27.66,1,2,0.04,0.07,5,64,45,30,8,0,0.0,0.0,0.0,85,70,34.0,66.08
Jordan Torunarigha,GER,DF,27.0,Hamburger SV,GER-Bundesliga,1962,21.8,0,0,0.0,0.0,1,3,22,30,3,0,0.0,0.0,0.0,90,40,34.0,35.69
Jordan Zemura,ZIM,"MF,DF",25.0,Udinese,ITA-Serie A,1127,12.52,0,1,0.0,0.08,1,35,17,6,3,0,0.0,0.0,0.0,90,40,48.28,31.11
Jordy Makengo,FRA,DF,23.0,Freiburg,GER-Bundesliga,1178,13.09,0,1,0.0,0.08,0,32,10,14,1,0,0.0,0.0,0.0,90,40,34.0,32.62
Jorge Cabello,ESP,DF,21.0,Levante,ESP-La Liga,362,4.02,0,0,0.0,0.0,0,0,3,0,1,0,0.0,0.0,0.0,95,40,38.0,29.27
Jorge Cestero,ESP,MF,19.0,Real Madrid,ESP-La Liga,13,0.14,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,95,100,38.0,70.11
Jorge Cuenca,ESP,DF,25.0,Fulham,ENG-Premier League,938,10.42,0,0,0.0,0.0,0,2,10,15,6,0,0.0,0.0,0.0,100,40,38.0,31.29
Jorge Herrando,ESP,DF,24.0,Osasuna,ESP-La Liga,1600,17.78,0,1,0.0,0.06,0,2,15,22,3,0,0.0,0.0,0.0,95,40,38.0,33.61
Jorge Montes,ESP,DF,21.0,Getafe,ESP-La Liga,27,0.3,0,0,0.0,0.0,0,2,2,0,0,0,0.0,0.0,0.0,95,40,38.0,28.09
Jorge de Frutos,ESP,"FW,MF",28.0,Rayo Vallecano,ESP-La Liga,2463,27.37,10,1,0.37,0.04,28,47,16,11,3,0,0.0,0.0,0.0,95,40,38.0,36.64
Joris Chotard,FRA,MF,23.0,Brest,FRA-Ligue 1,2773,30.81,2,1,0.06,0.03,8,51,34,48,2,0,0.0,0.0,0.0,85,40,34.0,38.87
Jorrel Hato,NED,DF,19.0,Chelsea,ENG-Premier League,1148,12.76,0,0,0.0,0.0,0,7,19,17,7,0,0.0,0.0,0.0,100,80,38.0,64.06
Josan,ESP,"MF,DF",35.0,Elche,ESP-La Liga,565,6.28,0,3,0.0,0.48,1,72,8,6,2,0,0.0,0.0,0.0,95,40,38.0,29.98
Joselu Pérez,ESP,DF,21.0,Getafe,ESP-La Liga,22,0.24,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,95,40,38.0,28.08
Josep Martinez,ESP,GK,27.0,Inter,ITA-Serie A,450,5.0,0,0,0.0,0.0,0,0,0,0,0,0,10.0,3.0,4.0,90,95,48.28,69.45
Joseph Aidoo,GHA,DF,29.0,Celta Vigo,ESP-La Liga,639,7.1,0,0,0.0,0.0,0,0,3,10,0,0,0.0,0.0,0.0,95,40,38.0,30.24
Joseph Liteta,ZAM,MF,19.0,Cagliari,ITA-Serie A,264,2.93,0,0,0.0,0.0,0,0,2,8,0,0,0.0,0.0,0.0,90,40,48.28,28.73
Joseph Nduquidi,FRA,MF,20.0,Metz,FRA-Ligue 1,7,0.08,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,85,40,34.0,28.03
Joseph Nonge,BEL,"MF,FW",20.0,Kocaelispor,TUR-Super Lig,1195,13.28,0,0,0.0,0.0,1,14,14,17,3,0,0.0,0.0,0.0,90,40,34.0,32.69
Josh Cullen,IRL,MF,29.0,Burnley,ENG-Premier League,1514,16.82,2,2,0.12,0.12,6,12,19,24,2,0,0.0,0.0,0.0,100,40,38.0,33.31
Josh Dasilva,ENG,MF,26.0,Brentford,ENG-Premier League,3,0.03,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,100,40,38.0,28.01
Josh Doig,SCO,DF,23.0,Sassuolo,ITA-Serie A,1917,21.3,0,0,0.0,0.0,4,39,20,22,5,0,0.0,0.0,0.0,90,40,48.28,33.29
Josh Laurent,ENG,"DF,MF",30.0,Burnley,ENG-Premier League,1764,19.6,1,0,0.05,0.0,4,14,25,28,7,1,0.0,0.0,0.0,100,40,38.0,34.19
Josha Vagnoman,GER,"DF,MF",24.0,Stuttgart,GER-Bundesliga,1587,17.63,1,3,0.06,0.17,11,33,19,3,3,0,0.0,0.0,0.0,90,75,34.0,64.17
Joshua Acheampong,ENG,DF,19.0,Chelsea,ENG-Premier League,666,7.4,1,0,0.14,0.0,2,1,8,12,1,0,0.0,0.0,0.0,100,80,38.0,60.67
Joshua Brenet,CUW,"DF,MF",31.0,Kayserispor,TUR-Super Lig,798,8.87,0,2,0.0,0.23,0,16,1,10,1,0,0.0,0.0,0.0,90,40,34.0,31.13
Joshua Kimmich,GER,MF,30.0,Bayern Munich,GER-Bundesliga,2280,25.33,2,8,0.08,0.32,10,126,26,24,4,0,0.0,0.0,0.0,90,100,34.0,92.35
Joshua King,ENG,MF,18.0,Fulham,ENG-Premier League,1308,14.53,1,2,0.07,0.14,11,12,12,3,4,0,0.0,0.0,0.0,100,40,38.0,32.59
Joshua Zirkzee,NED,"FW,MF",24.0,Manchester Utd,ENG-Premier League,626,6.96,2,1,0.29,0.14,9,5,6,1,3,0,0.0,0.0,0.0,100,85,38.0,64.17
Josip Brekalo,CRO,"MF,FW",27.0,Oviedo,ESP-La Liga,486,5.4,0,0,0.0,0.0,3,26,7,2,1,0,0.0,0.0,0.0,95,40,38.0,29.71
Josip Juranović,CRO,MF,29.0,Union Berlin,GER-Bundesliga,330,3.67,1,1,0.27,0.27,1,40,4,0,1,0,0.0,0.0,0.0,90,40,34.0,29.3
Josip Stanišić,CRO,DF,25.0,Bayern Munich,GER-Bundesliga,1857,20.63,2,3,0.1,0.15,4,36,21,18,1,0,0.0,0.0,0.0,90,100,34.0,88.2
Josip Čalušić,CRO,DF,31.0,Konyaspor,TUR-Super Lig,298,3.31,0,0,0.0,0.0,0,0,2,5,1,0,0.0,0.0,0.0,90,40,34.0,29.17
Josué Casimir,HAI,"MF,FW",23.0,Auxerre,FRA-Ligue 1,1522,16.91,1,0,0.06,0.0,12,54,17,11,6,1,0.0,0.0,0.0,85,40,34.0,33.97
José Luis García Vayá,ESP,"MF,DF",26.0,Valencia,ESP-La Liga,2225,24.72,2,0,0.08,0.0,3,46,33,19,4,0,0.0,0.0,0.0,95,40,38.0,35.81
José Luis Gayà,ESP,DF,30.0,Valencia,ESP-La Liga,2448,27.2,1,2,0.04,0.07,3,88,44,23,6,1,0.0,0.0,0.0,95,40,38.0,36.59
José Luis Morales,ESP,MF,38.0,Levante,ESP-La Liga,363,4.03,1,1,0.25,0.25,4,11,5,3,1,0,0.0,0.0,0.0,95,40,38.0,29.27
José María Giménez,URU,DF,30.0,Atlético Madrid,ESP-La Liga,1178,13.09,0,1,0.0,0.08,3,0,12,15,3,0,0.0,0.0,0.0,95,92,38.0,73.91
José Salinas,ESP,DF,24.0,Espanyol,ESP-La Liga,257,2.86,0,0,0.0,0.0,0,7,2,3,2,0,0.0,0.0,0.0,95,40,38.0,28.9
José Sá,POR,GK,32.0,Wolves,ENG-Premier League,2070,23.0,0,0,0.0,0.0,0,0,0,0,2,0,65.0,4.0,37.0,100,40,38.0,35.26
Jota Silva,POR,FW,25.0,Beşiktaş,ENG-Premier League,594,6.6,4,0,0.61,0.0,12,10,3,8,1,0,0.0,0.0,0.0,100,100,38.0,75.21
Jovan Milošević,SRB,FW,20.0,Werder Bremen,GER-Bundesliga,488,5.42,3,1,0.55,0.18,4,3,2,0,2,0,0.0,0.0,0.0,90,40,34.0,29.91
Jozhua Vertrouwd,NED,DF,20.0,Rayo Vallecano,ESP-La Liga,446,4.96,0,0,0.0,0.0,0,0,3,4,0,0,0.0,0.0,0.0,95,40,38.0,29.57
João Camacho,POR,MF,31.0,Karagümrük,TUR-Super Lig,319,3.54,0,0,0.0,0.0,2,8,1,3,1,0,0.0,0.0,0.0,90,40,34.0,29.25
João Cancelo,POR,DF,31.0,Barcelona,ESP-La Liga,954,10.6,2,2,0.19,0.19,4,31,19,11,1,0,0.0,0.0,0.0,95,100,38.0,78.37
João Gomes,BRA,MF,24.0,Wolves,ENG-Premier League,2829,31.43,1,1,0.03,0.03,7,31,68,36,10,0,0.0,0.0,0.0,100,40,38.0,37.93
João Mendes,POR,MF,30.0,Kayserispor,TUR-Super Lig,1502,16.69,0,4,0.0,0.24,3,58,8,7,4,1,0.0,0.0,0.0,90,40,34.0,33.89
João Mário,POR,MF,32.0,Beşiktaş,TUR-Super Lig,106,1.18,0,0,0.0,0.0,1,3,2,0,0,0,0.0,0.0,0.0,90,100,34.0,71.04
João Mário Lopes,POR,"DF,MF",25.0,Bologna,ITA-Serie A,993,11.03,1,0,0.09,0.0,2,20,7,13,2,0,0.0,0.0,0.0,90,40,48.28,30.74
João Neves,POR,MF,20.0,PSG,FRA-Ligue 1,1287,14.3,5,1,0.35,0.07,6,4,14,6,0,0,0.0,0.0,0.0,85,100,34.0,82.62
João Palhinha,POR,MF,30.0,Tottenham,ENG-Premier League,2198,24.42,5,2,0.2,0.08,9,4,61,28,8,0,0.0,0.0,0.0,100,80,38.0,71.42
João Pedro,BRA,"FW,MF",23.0,Chelsea,ENG-Premier League,2661,29.57,15,5,0.51,0.17,28,18,17,6,5,0,0.0,0.0,0.0,100,80,38.0,74.68
Joél Drakes-Thomas,ENG,MF,16.0,Crystal Palace,ENG-Premier League,9,0.1,0,0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,100,70,38.0,49.06
Joël Piroe,SUR,FW,25.0,Leeds United,ENG-Premier League,258,2.87,0,0,0.0,0.0,3,4,1,1,0,0,0.0,0.0,0.0,100,40,38.0,28.91
Joël Schmied,SUI,DF,26.0,Köln,GER-Bundesliga,1078,11.98,0,0,0.0,0.0,0,5,9,11,5,0,0.0,0.0,0.0,90,40,34.0,32.23
Joël Veltman,NED,DF,33.0,Brighton,ENG-Premier League,1058,11.76,1,0,0.09,0.0,1,18,17,19,5,0,0.0,0.0,0.0,100,75,38.0,59.46
Joško Gvardiol,CRO,DF,23.0,Manchester City,ENG-Premier League,1372,15.24,2,2,0.13,0.13,6,2,13,16,2,0,0.0,0.0,0.0,100,100,38.0,82.03
Juan Arango,VEN,MF,19.0,Girona,ESP-La Liga,18,0.2,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,95,75,38.0,52.62
Juan Arizala,COL,MF,19.0,Udinese,ITA-Serie A,191,2.12,0,0,0.0,0.0,1,6,3,1,0,0,0.0,0.0,0.0,90,40,48.28,28.53
Juan Cruz Armada,ESP,DF,33.0,Osasuna,ESP-La Liga,649,7.21,0,0,0.0,0.0,0,5,3,4,2,0,0.0,0.0,0.0,95,40,38.0,30.28
Juan Cuadrado,COL,MF,37.0,Pisa,ITA-Serie A,506,5.62,1,0,0.18,0.0,2,45,10,5,3,0,0.0,0.0,0.0,90,40,48.28,29.4
Juan David Cabal,COL,MF,24.0,Juventus,ITA-Serie A,296,3.29,2,0,0.61,0.0,2,4,5,4,1,0,0.0,0.0,0.0,90,85,48.28,61.24
Juan Foyth,ARG,DF,27.0,Villarreal,ESP-La Liga,934,10.38,0,0,0.0,0.0,0,0,13,15,2,0,0.0,0.0,0.0,95,75,38.0,58.65
Juan Jesus,BRA,DF,34.0,Napoli,ITA-Serie A,1675,18.61,0,0,0.0,0.0,0,1,22,26,10,1,0.0,0.0,0.0,90,90,48.28,73.41
Juan Miranda,ESP,DF,25.0,Bologna,ITA-Serie A,2573,28.59,1,3,0.03,0.1,5,171,31,33,6,0,0.0,0.0,0.0,90,40,48.28,35.11
Juan Musso,ARG,GK,31.0,Atlético Madrid,ESP-La Liga,720,8.0,0,0,0.0,0.0,0,0,0,0,2,0,22.0,3.0,13.0,95,92,38.0,70.21
Juan Rodríguez,URU,DF,20.0,Cagliari,ITA-Serie A,1310,14.56,1,0,0.07,0.0,2,5,27,17,3,0,0.0,0.0,0.0,90,40,48.28,31.62
Juan Santos,BRA,FW,23.0,Göztepe,TUR-Super Lig,2571,28.57,11,4,0.39,0.14,30,27,17,8,6,1,0.0,0.0,0.0,90,40,34.0,38.08
Juanlu Sánchez,ESP,"MF,DF",21.0,Sevilla,ESP-La Liga,1990,22.11,0,3,0.0,0.14,1,59,42,11,6,1,0.0,0.0,0.0,95,40,38.0,34.98
Juanmi,ESP,"FW,MF",32.0,Getafe,ESP-La Liga,179,1.99,1,0,0.5,0.0,1,0,0,0,0,0,0.0,0.0,0.0,95,40,38.0,28.63
Jude Bellingham,ENG,MF,22.0,Real Madrid,ESP-La Liga,1916,21.29,6,4,0.28,0.19,26,16,37,14,3,0,0.0,0.0,0.0,95,100,38.0,86.81
Julen Agirrezabala,ESP,GK,24.0,Valencia,ESP-La Liga,1620,18.0,0,0,0.0,0.0,0,0,1,0,1,0,52.0,4.0,30.0,95,40,38.0,33.68
Jules Koundé,FRA,DF,26.0,Barcelona,ESP-La Liga,2261,25.12,1,3,0.04,0.12,4,40,24,31,6,0,0.0,0.0,0.0,95,100,38.0,89.83
Julian Brandt,GER,"MF,FW",29.0,Dortmund,GER-Bundesliga,1606,17.84,7,4,0.39,0.22,18,25,8,5,0,0,0.0,0.0,0.0,90,95,34.0,81.45
Julian Chabot,GER,DF,27.0,Stuttgart,GER-Bundesliga,2294,25.49,0,0,0.0,0.0,7,1,20,40,3,0,0.0,0.0,0.0,90,75,34.0,69.37
Julian Niehues,GER,MF,24.0,Heidenheim,GER-Bundesliga,1383,15.37,3,0,0.2,0.0,5,3,10,23,1,0,0.0,0.0,0.0,90,40,34.0,33.42
Julian Ryerson,NOR,MF,27.0,Dortmund,GER-Bundesliga,2266,25.18,0,15,0.0,0.6,1,250,21,12,8,0,0.0,0.0,0.0,90,95,34.0,87.61
Julien Le Cardinal,FRA,DF,27.0,Brest,FRA-Ligue 1,328,3.64,1,0,0.27,0.0,2,0,5,3,1,0,0.0,0.0,0.0,85,40,34.0,29.28
Julien López,ALG,"FW,MF",33.0,Paris FC,FRA-Ligue 1,45,0.5,0,0,0.0,0.0,0,1,0,1,0,0,0.0,0.0,0.0,85,40,34.0,28.18
Julio Diaz,ESP,DF,20.0,Atlético Madrid,ESP-La Liga,310,3.44,0,1,0.0,0.29,0,6,3,4,2,0,0.0,0.0,0.0,95,92,38.0,66.9
Julio Enciso,PAR,"MF,FW",21.0,Strasbourg,FRA-Ligue 1,1883,20.92,3,6,0.14,0.29,22,61,10,7,2,0,0.0,0.0,0.0,85,40,34.0,35.38
Julio Soler,ARG,DF,20.0,Bournemouth,ENG-Premier League,35,0.39,0,0,0.0,0.0,0,2,0,0,0,0,0.0,0.0,0.0,100,70,38.0,49.22
Julián Cuesta,ESP,GK,34.0,Antalyaspor,TUR-Super Lig,1800,20.0,0,0,0.0,0.0,0,0,1,0,4,0,79.0,3.0,34.0,90,40,34.0,35.06
Julián Malatini,ARG,DF,24.0,Werder Bremen,GER-Bundesliga,516,5.73,0,0,0.0,0.0,0,5,6,6,3,0,0.0,0.0,0.0,90,40,34.0,30.02
