Player,Nation,Pos,Age,Team,League,Min,90s,Gls,Ast,per_90_Gls,per_90_Ast,SoT,Crs,TklW,Int,CrdY,CrdR,Saves,CS,GA,Lig_Puani,Takim_Puani,Lig_Max_90s,oynanabilirlik_skoru,Zorluk_Seviyesi
Reece James,ENG,"DF,MF",25.0,Chelsea,ENG-Premier League,1963,21.81,2,4,0.09,0.18,7,126,33,32,4,0,0.0,0.0,0.0,100,80,38.0,69.77,Zor
Reinildo Mandava,MOZ,DF,31.0,Sunderland,ENG-Premier League,1966,21.84,0,1,0.0,0.05,0,23,23,29,7,1,0.0,0.0,0.0,100,40,38.0,34.9,Zor
Reiss Nelson,ENG,"FW,MF",25.0,Brentford,ENG-Premier League,126,1.4,0,1,0.0,0.71,1,2,3,0,0,0,0.0,0.0,0.0,100,40,38.0,28.44,Zor
Remo Freuler,SUI,MF,33.0,Bologna,ITA-Serie A,2213,24.59,1,2,0.04,0.08,1,18,31,22,5,0,0.0,0.0,0.0,90,40,48.28,34.11,Zor
Renato Marin,ITA,GK,19.0,PSG,FRA-Ligue 1,180,2.0,0,0,0.0,0.0,0,0,0,0,0,0,3.0,1.0,2.0,85,100,34.0,71.76,Zor
Renato Nhaga,GNB,MF,18.0,Galatasaray,TUR-Super Lig,101,1.12,1,0,0.89,0.0,1,1,0,0,0,0,0.0,0.0,0.0,90,100,34.0,70.99,Zor
Renato Veiga,POR,DF,22.0,Villarreal,ESP-La Liga,2481,27.57,0,0,0.0,0.0,3,2,9,26,5,1,0.0,0.0,0.0,95,75,38.0,68.82,Zor
Renzo Saravia,ARG,DF,32.0,Valencia,ESP-La Liga,351,3.9,0,0,0.0,0.0,0,1,5,7,2,0,0.0,0.0,0.0,95,40,38.0,29.23,Zor
Rhaldney,BRA,MF,26.0,Göztepe,TUR-Super Lig,1083,12.03,1,1,0.08,0.08,5,23,23,14,3,1,0.0,0.0,0.0,90,40,34.0,32.25,Zor
Ricardo Esgaio,POR,DF,32.0,Karagümrük,TUR-Super Lig,2179,24.21,0,0,0.0,0.0,1,34,44,20,3,0,0.0,0.0,0.0,90,40,34.0,36.54,Zor
Ricardo Rodríguez,SUI,DF,32.0,Real Betis,ESP-La Liga,1547,17.19,0,1,0.0,0.06,0,15,14,8,0,0,0.0,0.0,0.0,95,40,38.0,33.43,Zor
Ricardo Velho,POR,GK,26.0,Gençlerbirliği,TUR-Super Lig,2070,23.0,0,0,0.0,0.0,0,0,1,0,0,0,74.0,6.0,31.0,90,40,34.0,36.12,Zor
Riccardo Braschi,ITA,FW,18.0,Fiorentina,ITA-Serie A,105,1.17,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,90,40,48.28,28.29,Zor
Riccardo Calafiori,ITA,DF,23.0,Arsenal,ENG-Premier League,1699,18.88,1,2,0.05,0.11,8,21,19,13,5,0,0.0,0.0,0.0,100,95,38.0,80.66,Orta
Riccardo Orsolini,ITA,"MF,FW",28.0,Bologna,ITA-Serie A,2111,23.46,10,1,0.43,0.04,31,41,15,7,2,0,0.0,0.0,0.0,90,40,48.28,33.83,Zor
Riccardo Sottil,ITA,"FW,MF",26.0,Lecce,ITA-Serie A,1066,11.84,1,2,0.08,0.17,3,100,2,2,1,0,0.0,0.0,0.0,90,40,48.28,30.94,Zor
Richarlison,BRA,"FW,MF",28.0,Tottenham,ENG-Premier League,1964,21.82,11,4,0.5,0.18,26,18,16,7,5,0,0.0,0.0,0.0,100,80,38.0,69.78,Zor
Rick van Drongelen,NED,DF,26.0,Samsunspor,TUR-Super Lig,2823,31.37,2,1,0.06,0.03,3,10,37,30,5,0,0.0,0.0,0.0,90,40,34.0,39.07,Zor
Ricky-Jade Jones,ENG,FW,24.0,St Pauli,GER-Bundesliga,351,3.9,2,0,0.51,0.0,6,8,2,2,1,0,0.0,0.0,0.0,90,40,34.0,29.38,Zor
Rico Henry,JAM,DF,28.0,Brentford,ENG-Premier League,1328,14.76,0,1,0.0,0.07,0,26,11,7,2,0,0.0,0.0,0.0,100,40,38.0,32.66,Zor
Rico Lewis,ENG,DF,20.0,Manchester City,ENG-Premier League,407,4.52,0,1,0.0,0.22,0,2,4,7,2,0,0.0,0.0,0.0,100,100,38.0,73.57,Zor
Ridle Baku,GER,DF,27.0,RB Leipzig,GER-Bundesliga,2504,27.82,2,3,0.07,0.11,6,59,40,31,4,0,0.0,0.0,0.0,90,90,34.0,85.09,Kolay
Riechedly Bazoer,CUW,"DF,MF",28.0,Konyaspor,TUR-Super Lig,924,10.27,0,0,0.0,0.0,1,4,9,11,7,1,0.0,0.0,0.0,90,40,34.0,31.62,Zor
Rigoberto Rivas,HON,"MF,FW",27.0,Kocaelispor,TUR-Super Lig,1176,13.07,1,1,0.08,0.08,2,38,10,12,4,0,0.0,0.0,0.0,90,40,34.0,32.61,Zor
Rio Cardines,TRI,MF,19.0,Crystal Palace,ENG-Premier League,90,1.0,0,0,0.0,0.0,0,3,1,0,0,0,0.0,0.0,0.0,100,70,38.0,49.55,Zor
Rio Ngumoha,ENG,MF,16.0,Liverpool,ENG-Premier League,560,6.22,2,1,0.32,0.16,6,22,2,3,0,0,0.0,0.0,0.0,100,95,38.0,71.17,Zor
Ritsu Doan,JPN,MF,27.0,Frankfurt,GER-Bundesliga,2364,26.27,5,5,0.19,0.19,15,111,23,17,5,0,0.0,0.0,0.0,90,75,34.0,69.88,Zor
Riyad Idrissi,ITA,"MF,DF",20.0,Cagliari,ITA-Serie A,783,8.7,2,0,0.23,0.0,6,23,15,9,3,0,0.0,0.0,0.0,90,40,48.28,30.16,Zor
Rob Nizet,BEL,DF,23.0,Gaziantep,TUR-Super Lig,22,0.24,0,0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,90,40,34.0,28.08,Zor
Robert Andrich,GER,"DF,MF",30.0,Leverkusen,GER-Bundesliga,2546,28.29,2,0,0.07,0.0,3,13,30,33,6,1,0.0,0.0,0.0,90,85,34.0,80.72,Orta
Robert Glatzel,GER,FW,31.0,Hamburger SV,GER-Bundesliga,612,6.8,3,2,0.44,0.29,7,1,1,0,0,0,0.0,0.0,0.0,90,40,34.0,30.4,Zor
Robert Lewandowski,POL,FW,36.0,Barcelona,ESP-La Liga,1664,18.49,14,2,0.76,0.11,29,0,3,3,2,0,0.0,0.0,0.0,95,100,38.0,84.6,Orta
Robert Skov,DEN,"DF,MF",29.0,Union Berlin,GER-Bundesliga,220,2.44,0,0,0.0,0.0,0,12,5,2,0,0,0.0,0.0,0.0,90,40,34.0,28.86,Zor
Robert Sánchez,ESP,GK,27.0,Chelsea,ENG-Premier League,3039,33.77,0,1,0.0,0.03,0,0,0,1,3,1,97.0,9.0,49.0,100,80,38.0,77.33,Orta
Roberto Férnandez,ESP,FW,23.0,Espanyol,ESP-La Liga,2382,26.47,7,3,0.26,0.11,23,9,5,6,3,0,0.0,0.0,0.0,95,40,38.0,36.36,Zor
Roberto Gagliardini,ITA,MF,31.0,Hellas Verona,ITA-Serie A,2272,25.24,1,0,0.04,0.0,3,16,40,56,9,0,0.0,0.0,0.0,90,40,48.28,34.27,Zor
Roberto Navarro,ESP,MF,23.0,Athletic Club,ESP-La Liga,1307,14.52,6,1,0.41,0.07,10,74,10,7,1,0,0.0,0.0,0.0,95,75,38.0,61.1,Zor
Roberto Piccoli,ITA,FW,24.0,Fiorentina,ITA-Serie A,1672,18.58,4,1,0.22,0.05,15,4,1,4,1,0,0.0,0.0,0.0,90,40,48.28,32.62,Zor
Robin Fellhauer,GER,MF,27.0,Augsburg,GER-Bundesliga,2799,31.1,3,2,0.1,0.06,9,92,43,22,2,0,0.0,0.0,0.0,90,40,34.0,38.98,Zor
Robin Gosens,GER,"DF,MF",31.0,Fiorentina,ITA-Serie A,1881,20.9,3,1,0.14,0.05,7,41,18,23,2,0,0.0,0.0,0.0,90,40,48.28,33.19,Zor
Robin Hack,GER,MF,26.0,Gladbach,GER-Bundesliga,320,3.56,1,0,0.28,0.0,4,14,2,1,1,0,0.0,0.0,0.0,90,40,34.0,29.26,Zor
Robin Hranáč,CZE,DF,25.0,Hoffenheim,GER-Bundesliga,2251,25.01,1,0,0.04,0.0,3,6,15,20,5,0,0.0,0.0,0.0,90,40,34.0,36.83,Zor
Robin Koch,GER,DF,29.0,Frankfurt,GER-Bundesliga,2833,31.48,3,1,0.1,0.03,5,2,27,47,3,1,0.0,0.0,0.0,90,75,34.0,73.33,Zor
Robin Le Normand,ESP,DF,28.0,Atlético Madrid,ESP-La Liga,1789,19.88,1,1,0.05,0.05,1,3,20,20,5,0,0.0,0.0,0.0,95,92,38.0,78.84,Orta
Robin Risser,FRA,GK,20.0,Lens,FRA-Ligue 1,2970,33.0,0,1,0.0,0.03,0,0,0,0,2,0,76.0,11.0,35.0,85,70,34.0,69.38,Zor
Robin Roefs,NED,GK,22.0,Sunderland,ENG-Premier League,3150,35.0,0,0,0.0,0.0,0,0,0,0,4,0,108.0,10.0,46.0,100,40,38.0,39.05,Zor
Robin Yalçın,GER,DF,31.0,Eyüpspor,TUR-Super Lig,1625,18.06,0,0,0.0,0.0,1,4,13,13,0,0,0.0,0.0,0.0,90,40,34.0,34.37,Zor
Robin Zentner,GER,GK,30.0,Mainz 05,GER-Bundesliga,876,9.73,0,0,0.0,0.0,0,0,0,0,2,1,31.0,0.0,14.0,90,40,34.0,31.43,Zor
Robinio Vaz,FRA,FW,18.0,Marseille,ITA-Serie A,595,6.61,5,2,0.76,0.3,8,7,4,5,2,0,0.0,0.0,0.0,90,70,48.28,51.88,Zor
Rocco Reitz,GER,MF,23.0,Gladbach,GER-Bundesliga,2627,29.19,0,4,0.0,0.14,14,86,42,49,8,1,0.0,0.0,0.0,90,40,34.0,38.3,Zor
Rodri,ESP,MF,29.0,Manchester City,ENG-Premier League,1511,16.79,1,0,0.06,0.0,3,5,25,12,3,0,0.0,0.0,0.0,100,100,38.0,83.26,Orta
Rodrigo Becão,BRA,DF,29.0,Kasımpaşa,TUR-Super Lig,1119,12.43,0,1,0.0,0.08,0,1,9,8,4,1,0.0,0.0,0.0,90,40,34.0,32.39,Zor
Rodrigo Bentancur,URU,MF,28.0,Tottenham,ENG-Premier League,1883,20.92,1,1,0.05,0.05,3,7,36,36,7,0,0.0,0.0,0.0,100,80,38.0,69.21,Zor
Rodrigo Gomes,POR,"MF,FW",22.0,Wolves,ENG-Premier League,960,10.67,3,0,0.28,0.0,6,24,18,11,0,0,0.0,0.0,0.0,100,40,38.0,31.37,Zor
Rodrigo Mendoza,ESP,MF,20.0,Elche,ESP-La Liga,1228,13.64,1,1,0.07,0.07,4,19,12,5,6,0,0.0,0.0,0.0,95,40,38.0,32.31,Zor
Rodrigo Muniz,BRA,FW,24.0,Fulham,ENG-Premier League,1000,11.11,1,1,0.09,0.09,5,2,3,2,2,0,0.0,0.0,0.0,100,40,38.0,31.51,Zor
Rodrigo Ribeiro,POR,FW,20.0,Augsburg,GER-Bundesliga,636,7.07,2,0,0.28,0.0,7,3,3,4,1,0,0.0,0.0,0.0,90,40,34.0,30.5,Zor
Rodrigo Riquelme,ESP,MF,25.0,Real Betis,ESP-La Liga,821,9.12,1,1,0.11,0.11,7,22,11,5,2,0,0.0,0.0,0.0,95,40,38.0,30.88,Zor
Rodrygo,BRA,"MF,FW",24.0,Real Madrid,ESP-La Liga,684,7.6,1,3,0.13,0.39,11,42,8,3,3,0,0.0,0.0,0.0,95,100,38.0,76.0,Orta
Roland Sallai,HUN,"DF,MF",28.0,Galatasaray,TUR-Super Lig,2346,26.07,1,3,0.04,0.12,13,90,30,29,4,1,0.0,0.0,0.0,90,100,34.0,93.0,Kolay
Rolando Mandragora,ITA,MF,28.0,Fiorentina,ITA-Serie A,2421,26.9,7,3,0.26,0.11,18,69,24,15,7,0,0.0,0.0,0.0,90,40,48.28,34.69,Zor
Romain Del Castillo,FRA,"MF,FW",29.0,Brest,FRA-Ligue 1,2625,29.17,9,3,0.31,0.1,13,198,36,28,2,1,0.0,0.0,0.0,85,40,34.0,38.3,Zor
Romain Esse,ENG,MF,20.0,Crystal Palace,ENG-Premier League,44,0.49,0,0,0.0,0.0,0,2,1,0,0,0,0.0,0.0,0.0,100,70,38.0,49.27,Zor
Romain Faivre,FRA,"MF,FW",27.0,Auxerre,FRA-Ligue 1,581,6.46,0,2,0.0,0.31,3,14,4,6,0,0,0.0,0.0,0.0,85,40,34.0,30.28,Zor
Romain Perraud,FRA,DF,27.0,Lille,FRA-Ligue 1,2241,24.9,3,4,0.12,0.16,12,127,31,23,4,1,0.0,0.0,0.0,85,70,34.0,64.38,Zor
Romaine Mundle,ENG,MF,22.0,Sunderland,ENG-Premier League,411,4.57,0,0,0.0,0.0,2,11,4,1,1,0,0.0,0.0,0.0,100,40,38.0,29.44,Zor
Roman Yaremchuk,UKR,FW,29.0,Lyon,FRA-Ligue 1,561,6.23,4,1,0.64,0.16,6,1,3,0,1,0,0.0,0.0,0.0,85,70,34.0,52.85,Zor
Romano Floriani,ITA,MF,22.0,Cremonese,ITA-Serie A,1168,12.98,0,1,0.0,0.08,1,29,14,6,2,0,0.0,0.0,0.0,90,40,48.28,31.23,Zor
Romano Schmid,AUT,"MF,FW",25.0,Werder Bremen,GER-Bundesliga,2982,33.13,4,8,0.12,0.24,21,154,28,13,4,0,0.0,0.0,0.0,90,40,34.0,39.69,Zor
Romelle Donovan,ENG,FW,18.0,Brentford,ENG-Premier League,41,0.46,0,0,0.0,0.0,1,2,0,0,0,0,0.0,0.0,0.0,100,40,38.0,28.15,Zor
Romelu Lukaku,BEL,FW,32.0,Napoli,ITA-Serie A,44,0.49,1,0,2.04,0.0,1,0,0,0,1,0,0.0,0.0,0.0,90,90,48.28,63.27,Zor
Roméo Lavia,BEL,MF,21.0,Chelsea,ENG-Premier League,382,4.24,0,0,0.0,0.0,0,1,7,5,0,0,0.0,0.0,0.0,100,80,38.0,58.68,Zor
Ronald Araújo,URU,DF,26.0,Barcelona,ESP-La Liga,1071,11.9,3,0,0.25,0.0,5,6,15,10,2,0,0.0,0.0,0.0,95,100,38.0,79.39,Orta
Roony Bardghji,SWE,"MF,FW",19.0,Barcelona,ESP-La Liga,648,7.2,1,1,0.14,0.14,12,54,4,2,0,0,0.0,0.0,0.0,95,100,38.0,75.68,Orta
Rosen Bozhinov,BUL,DF,20.0,Pisa,ITA-Serie A,610,6.78,0,0,0.0,0.0,1,3,5,12,3,1,0.0,0.0,0.0,90,40,48.28,29.69,Zor
Ross Barkley,ENG,MF,31.0,Aston Villa,ENG-Premier League,857,9.52,3,1,0.32,0.11,8,0,11,2,1,0,0.0,0.0,0.0,100,80,38.0,62.01,Zor
Rouven Tarnutzer,SUI,FW,18.0,Freiburg,GER-Bundesliga,7,0.08,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.03,Zor
Ruan,BRA,MF,20.0,Alanyaspor,TUR-Super Lig,2359,26.21,1,1,0.04,0.04,17,36,29,28,5,0,0.0,0.0,0.0,90,40,34.0,37.25,Zor
Ruben Aguilar,FRA,MF,32.0,Lens,FRA-Ligue 1,1720,19.11,2,2,0.1,0.1,3,86,24,24,6,1,0.0,0.0,0.0,85,70,34.0,60.8,Zor
Ruben Kluivert,NED,DF,24.0,Lyon,FRA-Ligue 1,772,8.58,1,2,0.12,0.23,1,1,10,8,4,0,0.0,0.0,0.0,85,70,34.0,54.3,Zor
Ruben Lendinez,ESP,DF,22.0,Valencia,ESP-La Liga,4,0.04,0,0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,95,40,38.0,28.01,Zor
Ruben Loftus-Cheek,ENG,"MF,FW",29.0,Milan,ITA-Serie A,1133,12.59,3,1,0.24,0.08,6,10,8,5,2,0,0.0,0.0,0.0,90,80,48.28,62.26,Zor
Ruben Vargas,SUI,"MF,FW",26.0,Sevilla,ESP-La Liga,1594,17.71,3,6,0.17,0.34,8,90,15,7,2,0,0.0,0.0,0.0,95,40,38.0,33.59,Zor
Rubén,ESP,"DF,MF",24.0,Espanyol,ESP-La Liga,812,9.02,0,1,0.0,0.11,1,36,10,10,2,0,0.0,0.0,0.0,95,40,38.0,30.85,Zor
Rubén García,ESP,"MF,FW",32.0,Osasuna,ESP-La Liga,2229,24.77,2,5,0.08,0.2,10,154,31,17,6,0,0.0,0.0,0.0,95,40,38.0,35.82,Zor
Rudy Matondo,FRA,MF,17.0,Paris FC,FRA-Ligue 1,1357,15.08,2,0,0.13,0.0,5,13,21,12,4,1,0.0,0.0,0.0,85,40,34.0,33.32,Zor
Rui Modesto,ANG,MF,25.0,Udinese,ITA-Serie A,119,1.32,0,1,0.0,0.76,1,5,4,1,0,0,0.0,0.0,0.0,90,40,48.28,28.33,Zor
Ruslan Malinovskyi,UKR,MF,32.0,Genoa,ITA-Serie A,2235,24.83,6,3,0.24,0.12,15,68,19,16,10,0,0.0,0.0,0.0,90,40,48.28,34.17,Zor
Ryan Christie,SCO,MF,30.0,Bournemouth,ENG-Premier League,994,11.04,2,0,0.18,0.0,8,17,20,11,3,1,0.0,0.0,0.0,100,70,38.0,55.1,Zor
Ryan Gravenberch,NED,MF,23.0,Liverpool,ENG-Premier League,2992,33.24,5,3,0.15,0.09,13,8,35,44,5,0,0.0,0.0,0.0,100,95,38.0,91.43,Kolay
Ryan Mendes,CPV,FW,35.0,Kocaelispor,TUR-Super Lig,271,3.01,0,0,0.0,0.0,1,5,2,2,0,0,0.0,0.0,0.0,90,40,34.0,29.06,Zor
Ryan Rodin,FRA,MF,19.0,Auxerre,FRA-Ligue 1,26,0.29,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,85,40,34.0,28.1,Zor
Ryan Sessegnon,ENG,"DF,MF",25.0,Fulham,ENG-Premier League,1823,20.26,3,1,0.15,0.05,4,55,29,23,0,0,0.0,0.0,0.0,100,40,38.0,34.4,Zor
Ryan Yates,ENG,MF,27.0,Nottingham,ENG-Premier League,617,6.86,0,2,0.0,0.29,2,5,10,9,3,0,0.0,0.0,0.0,100,40,38.0,30.17,Zor
Rémi Himbert,FRA,FW,17.0,Lyon,FRA-Ligue 1,131,1.46,1,0,0.68,0.0,1,2,3,0,0,0,0.0,0.0,0.0,85,70,34.0,49.9,Zor
Rémy Cabella,FRA,"MF,FW",35.0,Nantes,FRA-Ligue 1,572,6.36,2,0,0.31,0.0,5,37,7,6,1,0,0.0,0.0,0.0,85,40,34.0,30.24,Zor
Rémy Descamps,FRA,GK,29.0,Lyon,FRA-Ligue 1,450,5.0,0,0,0.0,0.0,0,0,0,0,0,0,14.0,4.0,3.0,85,70,34.0,52.09,Zor
Rémy Labeau Lascary,GLP,"MF,FW",22.0,Brest,FRA-Ligue 1,1200,13.33,5,1,0.38,0.08,16,12,11,4,2,0,0.0,0.0,0.0,85,40,34.0,32.7,Zor
Rômulo,BRA,FW,23.0,RB Leipzig,GER-Bundesliga,2188,24.31,9,4,0.37,0.16,27,0,19,11,3,0,0.0,0.0,0.0,90,90,34.0,82.3,Orta
Rúben Dias,POR,DF,28.0,Manchester City,ENG-Premier League,2141,23.79,2,0,0.08,0.0,4,9,6,23,3,0,0.0,0.0,0.0,100,100,38.0,88.78,Kolay
Rıdvan Yılmaz,TUR,DF,24.0,Beşiktaş,TUR-Super Lig,2088,23.2,0,0,0.0,0.0,1,73,30,23,4,0,0.0,0.0,0.0,90,100,34.0,90.47,Kolay
Saba Goglichidze,GEO,DF,21.0,Udinese,ITA-Serie A,424,4.71,0,0,0.0,0.0,1,2,8,8,2,0,0.0,0.0,0.0,90,40,48.28,29.17,Zor
Sacha Boey,FRA,DF,24.0,Galatasaray,GER-Bundesliga,1024,11.38,1,0,0.09,0.0,2,15,16,9,1,0,0.0,0.0,0.0,90,100,34.0,80.04,Orta
Sadibou Sané,SEN,DF,21.0,Metz,FRA-Ligue 1,1940,21.56,2,1,0.09,0.05,2,4,34,39,5,2,0.0,0.0,0.0,85,40,34.0,35.61,Zor
Sadik Fofana,TOG,MF,22.0,Lecce,ITA-Serie A,84,0.93,0,0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0.0,90,40,48.28,28.23,Zor
Sael Kumbedi,FRA,"DF,MF",20.0,Wolfsburg,GER-Bundesliga,1869,20.77,0,5,0.0,0.24,0,42,33,15,3,0,0.0,0.0,0.0,90,40,34.0,35.33,Zor
Said El Mala,GER,"FW,MF",18.0,Köln,GER-Bundesliga,1956,21.73,13,4,0.6,0.18,30,39,14,8,4,0,0.0,0.0,0.0,90,40,34.0,35.67,Zor
Salem Bouajila,FIN,FW,17.0,Göztepe,TUR-Super Lig,17,0.19,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,90,40,34.0,28.07,Zor
Salem M'bakata,COD,DF,27.0,Gaziantep,TUR-Super Lig,34,0.38,0,0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,90,40,34.0,28.13,Zor
Salih Malkoçoglu,TUR,DF,20.0,Trabzonspor,TUR-Super Lig,279,3.1,0,0,0.0,0.0,1,0,7,4,0,0,0.0,0.0,0.0,90,90,34.0,65.46,Zor
Salih Uçan,TUR,MF,31.0,Beşiktaş,TUR-Super Lig,523,5.81,0,0,0.0,0.0,1,5,14,11,3,0,0.0,0.0,0.0,90,100,34.0,75.13,Orta
Salih Özcan,TUR,MF,27.0,Dortmund,GER-Bundesliga,81,0.9,0,0,0.0,0.0,0,2,2,0,0,0,0.0,0.0,0.0,90,95,34.0,67.25,Zor
Salim Musah,GER,FW,19.0,Werder Bremen,GER-Bundesliga,198,2.2,1,0,0.45,0.0,4,1,1,2,0,0,0.0,0.0,0.0,90,40,34.0,28.78,Zor
Salis Abdul Samed,GHA,MF,25.0,Nice,FRA-Ligue 1,911,10.12,0,0,0.0,0.0,0,2,7,11,3,0,0.0,0.0,0.0,85,40,34.0,31.57,Zor
Salomón Rondón,VEN,FW,35.0,Oviedo,ESP-La Liga,1032,11.47,2,0,0.17,0.0,5,2,0,1,2,0,0.0,0.0,0.0,95,40,38.0,31.62,Zor
Sam Beukema,NED,DF,26.0,Napoli,ITA-Serie A,1681,18.68,2,0,0.11,0.0,4,6,17,14,2,0,0.0,0.0,0.0,90,90,48.28,73.45,Zor
Sam Byram,ENG,"DF,MF",31.0,Leeds United,ENG-Premier League,9,0.1,0,0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,100,40,38.0,28.03,Zor
Sam Johnstone,ENG,GK,32.0,Wolves,ENG-Premier League,1080,12.0,0,0,0.0,0.0,0,0,1,0,0,0,39.0,0.0,24.0,100,40,38.0,31.79,Zor
Sam Larsson,SWE,"MF,FW",32.0,Karagümrük,TUR-Super Lig,1555,17.28,3,3,0.17,0.17,12,19,14,23,1,0,0.0,0.0,0.0,90,40,34.0,34.1,Zor
Sam Mather,ENG,FW,20.0,Kayserispor,TUR-Super Lig,58,0.64,0,0,0.0,0.0,0,1,1,1,0,0,0.0,0.0,0.0,90,40,34.0,28.23,Zor
Samba Konaté,FRA,FW,16.0,RB Leipzig,GER-Bundesliga,4,0.04,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,90,34.0,63.03,Zor
Sambou Soumano,SEN,FW,24.0,Lorient,FRA-Ligue 1,941,10.46,4,2,0.38,0.19,10,0,4,4,2,0,0.0,0.0,0.0,85,40,34.0,31.69,Zor
Samed Onur,TUR,MF,23.0,Gençlerbirliği,TUR-Super Lig,610,6.78,0,1,0.0,0.15,3,30,8,10,3,0,0.0,0.0,0.0,90,40,34.0,30.39,Zor
Samet Akaydın,TUR,DF,31.0,Rizespor,TUR-Super Lig,2566,28.51,3,1,0.11,0.04,7,1,25,61,11,1,0.0,0.0,0.0,90,40,34.0,38.06,Zor
Samet Karakoç,AZE,"MF,DF",22.0,Antalyaspor,TUR-Super Lig,604,6.71,0,3,0.0,0.45,0,30,4,6,1,0,0.0,0.0,0.0,90,40,34.0,30.37,Zor
Samet Yalçın,TUR,MF,31.0,Kocaelispor,TUR-Super Lig,267,2.97,0,0,0.0,0.0,0,2,4,4,0,1,0.0,0.0,0.0,90,40,34.0,29.05,Zor
Samir Chergui,ALG,DF,26.0,Paris FC,FRA-Ligue 1,1154,12.82,1,0,0.08,0.0,4,6,12,13,1,0,0.0,0.0,0.0,85,40,34.0,32.52,Zor
Samir El Mourabet,MAR,MF,19.0,Strasbourg,FRA-Ligue 1,2128,23.64,1,2,0.04,0.08,1,18,37,27,4,0,0.0,0.0,0.0,85,40,34.0,36.34,Zor
Samson Baidoo,AUT,DF,21.0,Lens,FRA-Ligue 1,1827,20.3,2,1,0.1,0.05,4,0,23,25,2,0,0.0,0.0,0.0,85,70,34.0,61.54,Zor
Samu Becerra,ESP,MF,19.0,Rayo Vallecano,ESP-La Liga,12,0.13,0,0,0.0,0.0,0,2,0,0,0,0,0.0,0.0,0.0,95,40,38.0,28.04,Zor
Samu Costa,POR,MF,24.0,Mallorca,ESP-La Liga,2697,29.97,7,2,0.23,0.07,16,30,37,26,11,0,0.0,0.0,0.0,95,40,38.0,37.46,Zor
Samuel Amo-Ameyaw,ENG,"MF,DF",19.0,Strasbourg,FRA-Ligue 1,1047,11.63,2,2,0.17,0.17,5,50,12,3,2,0,0.0,0.0,0.0,85,40,34.0,32.1,Zor
Samuel Ballet,SUI,"MF,FW",24.0,Antalyaspor,TUR-Super Lig,1721,19.12,5,0,0.26,0.0,11,31,38,15,10,0,0.0,0.0,0.0,90,40,34.0,34.75,Zor
Samuel Chukwueze,NGA,MF,26.0,Fulham,ENG-Premier League,1105,12.28,3,4,0.24,0.33,7,46,4,6,0,0,0.0,0.0,0.0,100,40,38.0,31.88,Zor
Samuel Essende,COD,"MF,FW",27.0,Augsburg,GER-Bundesliga,414,4.6,1,0,0.22,0.0,4,3,2,1,2,0,0.0,0.0,0.0,90,40,34.0,29.62,Zor
Samuel Iling-Junior,ENG,MF,21.0,Pisa,ITA-Serie A,110,1.22,0,0,0.0,0.0,0,5,2,0,0,0,0.0,0.0,0.0,90,40,48.28,28.3,Zor
Samuel Mbangula,BEL,"MF,FW",21.0,Werder Bremen,GER-Bundesliga,1171,13.01,3,2,0.23,0.15,8,23,10,3,0,0,0.0,0.0,0.0,90,40,34.0,32.59,Zor
Samuel Nibombé,BEL,DF,17.0,Monaco,FRA-Ligue 1,1,0.01,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,85,70,34.0,49.01,Zor
Samuel Sáiz,ESP,"FW,MF",34.0,Eyüpspor,TUR-Super Lig,1,0.01,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.0,Zor
Samuele Angori,ITA,MF,21.0,Pisa,ITA-Serie A,2599,28.88,0,2,0.0,0.07,3,165,25,23,2,0,0.0,0.0,0.0,90,40,48.28,35.18,Zor
Samuele Inácio,ITA,MF,17.0,Dortmund,GER-Bundesliga,384,4.27,1,0,0.23,0.0,5,11,2,2,2,0,0.0,0.0,0.0,90,95,34.0,70.08,Zor
Samuele Ricci,ITA,MF,23.0,Milan,ITA-Serie A,1312,14.58,1,4,0.07,0.27,6,28,9,9,3,0,0.0,0.0,0.0,90,80,48.28,63.25,Zor
Sander Berge,NOR,MF,27.0,Fulham,ENG-Premier League,2905,32.28,0,1,0.0,0.03,3,13,41,26,5,0,0.0,0.0,0.0,100,40,38.0,38.19,Zor
Sander Svendsen,NOR,"MF,FW",27.0,Konyaspor,TUR-Super Lig,373,4.14,0,0,0.0,0.0,2,4,1,1,0,0,0.0,0.0,0.0,90,40,34.0,29.46,Zor
Sander Tangvik,NOR,GK,22.0,Hamburger SV,GER-Bundesliga,90,1.0,0,0,0.0,0.0,0,0,0,0,0,0,6.0,0.0,1.0,90,40,34.0,28.35,Zor
